"x.1","x.2","classes"
-0.474319850841158,0.745193578531384,"2"
0.605498418481341,-0.24452822042002,"2"
0.281033825311141,0.0166474504460123,"1"
0.25395353221647,0.0590195400966939,"1"
-0.0937363265212656,-0.48032076905747,"2"
0.284902393642296,0.0917802801755378,"1"
0.687328500410965,-0.0934241078394532,"2"
0.369886279100817,0.139719763677142,"1"
-0.353048491939533,0.730918048149614,"2"
-0.317176290241825,-0.291671398526768,"2"
0.310881445507956,0.179589162236936,"1"
0.332638027063153,0.238606923489026,"1"
0.267134677113429,0.264157436146509,"1"
0.234846698567711,0.30134945184529,"1"
0.25490701602809,0.390018027323995,"1"
-0.214845584373062,-0.437752007143286,"2"
-0.680124825957726,0.6409855389424,"2"
0.156478348610923,0.811297098242451,"2"
-0.051796057211243,0.85341392107057,"2"
0.484616148053247,0.585749163022082,"2"
0.268636436344718,0.505684829090016,"1"
0.16135460267568,0.472579629075805,"1"
0.658655262693428,0.00127505454344688,"2"
0.113540840315416,0.526384414821211,"1"
-0.354984086760326,0.00689164885913938,"2"
0.506618187773092,-0.374654495578899,"2"
0.0325508560677771,0.497946042199092,"1"
-0.156994180967199,0.793451579128945,"2"
-0.0292904394686154,0.523118583252974,"1"
-0.097475468462583,0.507881322099836,"1"
0.693651663165372,0.0846727180952715,"2"
-0.169001708431737,0.542662761926157,"1"
-0.385900125899563,-0.0882147111305803,"2"
-0.24948799724891,0.560672462124008,"1"
-0.947414938233835,0.116200613123471,"2"
-0.285060904513626,0.435070054971344,"1"
-0.379581720712033,0.467123200843291,"1"
-0.426416484961363,0.399921270219942,"1"
-0.559380804871513,0.429346086340439,"1"
-0.743245876529362,0.537758724364803,"2"
-0.797977025937013,0.433777591056147,"2"
0.678981877681316,0.476165801516959,"2"
0.381989801093108,0.614643665869624,"2"
-0.279662794330698,0.885087528739405,"2"
-0.492389758163067,0.259471061856718,"1"
0.24214761716473,-0.531697486447773,"2"
-0.66189613641499,0.278697114967792,"1"
-0.633011593372565,0.164951040680616,"1"
-0.640226080247783,0.0795392483542539,"1"
-0.276882834085776,-0.332380797220813,"2"
-0.597557179765308,-0.0109991164548958,"1"
-0.614595194729753,-0.0869756855346341,"1"
0.622834257766154,0.252205461941593,"2"
-0.421273938199068,-0.206001276667196,"2"
-0.719643010327562,-0.177224635967943,"1"
-0.701467087443607,-0.270447544727913,"1"
0.0358643464768817,-0.477654201018149,"2"
-0.612593603176988,-0.34003321783605,"1"
-0.54905569587686,-0.407758475064717,"1"
0.307569890272397,0.66944975114325,"2"
0.555848202076749,-0.310155962406331,"2"
0.152394714191505,-0.402314760223649,"2"
-0.56801413368713,-0.527805073000082,"1"
-0.310687378271684,-0.230117523108299,"2"
-0.499927321656987,-0.599755850884924,"1"
-0.483834763925163,-0.73510823090595,"1"
-0.327300490713327,-0.699970184043856,"1"
-0.248798096230371,-0.764158998365114,"1"
-0.141556861980105,-0.765999857503004,"1"
0.0580583762117725,0.856938068896885,"2"
-0.197586821964676,-0.334582691482834,"2"
-0.037689626289537,-0.751303352072612,"1"
-0.928736803787288,0.372546375393441,"2"
0.607024199193357,0.165985128567218,"2"
0.508787226545836,0.486160757146451,"2"
-0.58419096272239,0.70826561712235,"2"
0.0497396150519791,-0.8861083144312,"1"
0.156045005298724,-0.778822200139298,"1"
-0.935671957917485,0.239393088372836,"2"
0.264406595584946,-0.806748583891566,"1"
-0.293865876719859,-0.0521128321032211,"2"
0.380743154309479,-0.814536932005888,"1"
0.462565696618413,-0.448687877205445,"2"
-0.342841002000856,-0.137003803759712,"2"
0.493020830173381,-0.784179114327823,"1"
0.564350795864065,-0.134649062235037,"2"
0.536525755277062,-0.634657660995143,"1"
0.691353371017616,-0.654262777382732,"1"
0.751306736239979,-0.54514143101875,"1"
0.267484921974697,0.803240159899722,"2"
0.909984620737549,-0.512775841428657,"1"
0.0979652010433948,-0.469581721154385,"2"
-0.0464221748501602,-0.547169664945903,"2"
0.926451476540135,-0.371336000631303,"1"
0.29797024596812,-0.467557098529282,"2"
0.366999228447158,-0.444531069662713,"2"
0.622150022178785,0.343590428088092,"2"
-0.138356372520655,-0.434013896147357,"2"
0.920624369321969,-0.233730698078857,"1"
0.975715894586497,-0.122910412069593,"1"
